queue_length,token_position,active_counters,avg_processing_time_min,centre_workload_pct,hour_of_day,day_of_week,crop_factor,quantity_quintals,historical_avg_wait_min,actual_wait_minutes
35,1,2,8.6,79.3,13,5,1.1,84.2,18.2,10.2
43,4,5,8.8,60.3,12,3,1.1,51.5,31.9,11.1
1,1,3,9.6,70.1,8,4,0.9,119.2,51.0,10.2
55,29,1,4.1,72.3,13,0,1.35,71.0,58.2,189.1
45,1,4,4.9,91.7,14,5,1.05,82.0,40.7,13.9
15,11,3,6.9,74.6,12,2,1.0,80.1,42.4,34.4
26,18,3,7.5,77.4,10,4,1.25,30.6,45.4,62.4
37,22,3,8.3,56.6,13,2,1.25,61.1,65.6,86.5
21,11,3,8.2,40.1,14,1,0.9,29.9,29.9,28.5
49,10,3,8.3,84.6,17,3,1.0,63.6,26.9,35.5
31,27,3,5.7,30.0,17,0,1.35,8.5,41.4,75.7
25,17,2,6.8,56.3,16,3,1.1,48.9,46.7,65.9
23,4,6,7.5,47.4,14,1,0.95,47.8,41.6,10.7
24,24,4,7.8,61.1,10,4,0.95,38.5,25.6,49.0
57,47,2,7.2,54.9,8,1,1.05,14.1,52.6,181.6
38,26,4,8.4,86.3,14,0,1.35,93.7,40.3,79.2
28,16,3,6.3,50.8,15,4,0.9,53.4,48.7,34.9
21,21,2,7.3,74.9,8,5,1.1,98.6,60.6,85.9
54,13,2,8.8,66.5,12,4,1.25,101.1,24.4,83.0
43,9,1,8.3,94.1,15,0,0.9,29.6,21.4,63.6
18,11,4,7.4,64.2,17,3,1.05,53.5,48.8,24.6
36,11,3,7.5,99.1,14,4,0.9,87.9,17.6,29.6
35,6,3,7.3,30.0,9,3,0.95,62.4,37.2,16.5
45,1,2,7.5,78.4,11,2,0.9,103.3,35.1,5.5
55,54,3,7.2,30.8,13,0,1.35,70.7,46.3,207.8
9,6,3,7.5,87.1,14,2,0.95,77.4,34.0,16.8
53,13,4,8.4,48.8,14,4,1.25,95.5,47.9,39.8
38,22,6,8.4,60.4,10,0,1.05,19.1,29.2,38.2
58,56,3,6.0,60.4,15,4,1.25,72.2,27.1,143.3
30,22,3,10.7,97.7,14,0,1.4,14.8,42.2,108.9
44,37,3,7.2,38.2,11,3,0.95,35.0,43.3,103.1
34,27,4,8.7,83.4,17,1,0.95,29.4,45.5,59.4
32,18,2,6.4,108.5,11,5,1.05,70.2,59.8,76.0
3,2,3,10.2,31.8,11,1,1.25,102.0,57.4,10.7
3,3,4,8.8,107.3,12,0,1.05,20.3,47.4,11.8
28,26,1,8.6,31.5,9,2,1.25,93.4,51.7,274.3
44,5,2,7.7,97.3,16,0,1.1,21.5,45.1,20.8
15,10,3,5.2,106.9,13,3,0.95,26.8,56.2,26.3
41,36,2,10.5,109.4,15,5,0.95,110.4,46.4,186.0
23,2,3,9.3,66.7,8,2,0.95,6.1,35.4,4.5
40,7,3,7.5,99.4,13,0,1.25,27.7,33.0,33.1
11,10,3,8.7,39.8,13,5,1.05,29.8,55.8,37.1
48,48,2,6.0,64.0,15,5,1.0,37.4,39.8,147.9
32,10,5,5.1,54.6,8,0,1.1,46.8,65.0,20.3
58,50,1,8.0,61.6,12,4,1.05,16.9,28.7,476.6
59,17,4,6.8,86.2,10,3,1.05,58.9,57.0,39.0
57,30,2,7.3,37.0,13,3,1.05,50.9,36.9,130.6
54,21,3,7.9,109.9,16,1,1.4,76.9,46.9,86.9
36,13,2,6.2,80.8,17,4,1.0,104.8,26.4,47.2
33,1,2,7.9,99.9,10,2,1.4,39.2,19.9,3.1
24,1,2,6.3,96.4,16,5,0.9,67.8,59.8,11.4
39,33,3,9.5,91.3,16,1,1.35,47.7,36.7,145.2
34,25,3,7.8,33.1,8,3,0.9,9.6,53.8,60.9
56,26,2,8.8,71.3,9,0,0.9,99.4,34.1,104.1
28,13,6,5.3,56.3,11,4,0.95,77.9,53.8,21.5
37,28,2,8.9,39.0,14,3,1.35,5.2,36.9,169.4
7,1,3,10.2,57.4,9,3,1.25,33.7,27.5,5.4
4,1,2,8.2,81.6,14,4,1.35,40.5,49.8,5.9
37,30,3,8.8,48.5,12,3,1.25,98.3,53.3,130.4
56,49,4,7.6,65.6,17,1,0.95,92.5,49.7,94.3
1,1,3,8.6,62.4,14,4,1.1,50.6,40.3,6.7
1,1,2,10.4,34.2,16,3,1.0,23.1,21.0,8.3
47,8,2,11.4,80.2,16,3,1.35,49.4,29.2,60.6
20,17,4,8.5,79.5,10,4,1.0,98.2,33.6,48.0
19,15,2,6.5,107.3,10,0,1.05,57.0,38.9,71.4
29,24,3,8.9,53.8,14,2,0.9,18.3,55.6,70.6
10,1,2,6.1,63.5,12,4,0.9,9.4,40.6,1.6
18,12,2,7.1,62.3,12,0,1.05,43.3,16.7,58.1
28,5,2,7.2,103.6,12,5,1.25,22.1,10.9,33.3
35,24,5,11.1,62.7,16,3,1.4,90.7,33.7,83.1
43,6,4,10.1,65.4,11,1,1.05,37.1,35.8,20.3
47,25,3,9.8,50.2,13,5,0.95,105.9,46.3,94.9
31,1,2,9.2,30.1,13,3,1.35,76.0,24.6,6.8
27,25,3,6.6,38.8,14,3,1.0,50.3,25.4,60.5
11,1,3,8.4,86.3,9,5,1.0,75.2,47.4,12.2
49,32,3,10.8,84.6,13,0,1.4,38.9,58.0,185.9
49,42,2,8.7,55.8,16,4,1.0,21.3,18.4,179.0
38,3,6,9.5,67.8,10,2,1.0,115.9,32.8,11.3
5,1,3,5.6,53.8,9,2,1.35,69.8,55.3,6.0
8,3,5,9.1,88.5,15,4,0.95,5.8,53.2,11.4
34,29,1,6.4,97.4,8,4,1.25,40.7,30.9,231.2
48,2,2,7.7,101.9,15,1,1.0,23.3,55.9,11.5
52,9,2,10.1,43.9,12,4,0.9,34.7,42.5,47.5
56,56,4,8.5,85.6,16,1,0.9,11.4,49.9,114.0
12,1,3,9.2,107.0,16,4,1.1,33.2,33.6,13.0
38,36,4,7.7,82.0,11,1,1.25,83.5,45.5,106.5
1,1,4,5.1,58.1,8,4,1.25,99.4,28.0,8.9
31,29,4,6.6,80.9,12,4,0.95,45.0,35.4,57.9
4,1,4,9.0,85.1,14,2,0.95,65.1,38.4,7.7
49,49,4,8.5,61.8,16,3,0.95,9.8,43.7,106.3
45,12,4,10.5,38.3,17,3,0.9,15.4,70.9,27.8
50,20,3,8.2,78.5,16,1,1.25,68.5,72.7,65.6
5,2,4,6.7,94.2,16,0,0.95,101.7,37.3,12.1
30,3,5,8.0,109.8,13,5,1.35,15.1,59.8,18.4
56,43,3,9.5,47.8,9,2,1.25,53.1,28.7,173.8
24,18,5,5.4,86.0,12,4,1.1,116.6,46.8,26.7
59,4,1,8.5,32.2,10,2,0.95,90.0,33.8,37.9
3,1,3,6.1,107.6,13,0,1.4,27.7,36.6,7.8
11,2,2,8.2,31.0,12,2,1.05,37.8,73.9,8.4
45,37,2,9.1,58.7,17,0,1.0,114.0,37.4,169.7
4,2,4,8.8,36.1,8,5,1.1,30.4,34.2,4.6
26,10,5,10.0,79.7,17,0,1.35,55.7,30.0,32.1
27,15,4,8.4,57.2,17,0,1.4,45.9,32.8,46.3
46,33,6,8.8,88.6,9,0,1.0,61.4,24.9,50.9
54,16,2,8.8,68.9,12,0,0.9,32.2,44.7,80.7
43,11,2,6.5,63.6,13,4,1.4,81.9,44.5,59.3
27,23,3,7.8,57.9,8,2,0.95,32.0,46.1,60.8
42,20,4,4.3,36.9,14,3,0.95,74.2,41.9,31.1
51,38,1,8.6,46.4,10,3,0.95,46.1,35.2,354.9
50,24,6,4.0,81.1,8,4,1.0,33.9,34.1,26.5
6,5,3,9.3,69.7,14,1,1.1,84.9,43.9,19.9
59,54,6,10.5,35.6,14,5,1.0,116.0,41.4,103.8
15,14,3,8.7,73.5,17,0,1.25,105.0,34.4,57.0
53,34,3,9.0,34.3,10,2,1.05,15.0,38.6,126.7
30,1,4,9.8,70.9,13,0,0.95,57.3,60.5,9.4
42,24,4,7.3,107.2,11,0,1.0,84.9,65.6,59.0
37,24,2,6.1,54.6,11,3,0.9,69.7,39.4,87.2
58,9,5,7.9,87.9,16,0,1.1,88.5,33.2,16.3
37,22,5,6.9,89.6,14,2,1.35,117.1,41.5,45.3
42,12,1,8.1,62.4,13,2,1.4,44.4,55.6,152.3
37,17,2,8.4,77.5,16,3,0.95,93.7,41.5,72.6
35,25,3,7.3,67.8,10,4,0.95,15.8,46.3,69.1
23,15,3,6.9,52.7,11,3,1.0,105.0,34.1,47.4
6,6,4,4.8,90.4,16,3,1.1,94.5,28.0,12.8
4,3,2,7.7,86.2,11,0,0.9,64.9,51.1,17.7
18,10,3,7.3,102.0,14,1,1.35,99.4,44.3,40.7
9,9,3,7.5,79.5,16,5,1.05,81.7,49.9,32.3
49,45,2,9.1,61.1,11,4,1.4,68.5,21.5,329.1
29,3,3,10.9,87.1,16,4,1.35,113.8,64.0,19.6
13,5,2,7.5,79.5,14,4,1.0,20.0,45.0,22.0
59,46,2,8.6,79.3,11,0,0.9,119.2,20.3,210.7
47,21,3,8.4,98.0,10,3,1.25,22.8,53.8,88.1
52,10,6,9.7,102.8,13,5,1.1,60.2,37.5,28.3
17,16,2,6.6,44.4,10,0,1.1,31.6,42.4,67.3
45,7,3,6.6,55.1,14,2,1.0,36.3,36.3,20.9
32,4,2,6.8,82.0,8,1,0.9,77.7,40.8,12.2
48,27,2,4.6,74.6,14,1,1.4,9.0,41.4,88.6
22,20,3,7.9,82.2,10,5,0.95,113.2,22.0,64.4
4,3,4,6.4,64.6,16,0,1.4,37.2,52.4,15.7
5,1,1,8.4,63.0,13,3,1.4,36.3,43.4,4.9
37,31,6,4.4,39.4,14,4,1.4,104.3,47.4,39.7
41,11,1,7.9,79.9,16,5,1.0,93.0,51.8,87.7
49,48,5,7.6,44.1,13,5,1.0,82.2,43.5,87.5
13,4,5,7.2,83.7,17,2,1.35,21.8,46.0,11.4
34,17,3,9.5,107.4,9,2,1.1,93.5,24.4,64.9
45,45,2,6.8,50.5,13,5,1.35,46.5,32.0,241.4
22,11,3,8.5,41.4,13,1,0.9,119.3,43.0,39.3
53,30,3,7.1,31.9,9,5,1.25,82.2,44.2,94.3
59,35,5,10.5,60.3,14,3,1.0,101.1,46.8,78.1
23,9,3,7.8,47.2,16,4,1.35,89.4,58.9,39.7
51,38,3,9.0,69.3,17,1,0.95,73.3,40.9,110.7
3,2,4,8.9,71.9,11,3,1.4,87.4,46.4,11.8
42,27,6,9.7,57.9,12,4,1.25,73.7,42.7,65.4
34,4,3,8.2,90.0,13,0,1.35,10.9,39.0,16.8
32,16,5,6.0,102.4,8,3,1.1,44.7,39.5,33.0
45,16,3,8.7,46.9,15,5,1.4,41.4,32.6,68.6
51,21,4,8.4,96.9,16,5,0.95,87.1,40.6,47.5
58,26,4,4.0,40.5,8,2,1.05,71.3,39.4,32.6
49,36,4,5.5,48.3,11,3,0.95,75.2,40.2,59.4
21,19,3,9.1,74.9,13,3,0.9,102.4,21.1,62.5
46,17,3,10.1,54.5,17,5,1.25,65.4,40.8,75.8
44,26,3,7.9,33.3,8,5,0.95,30.1,31.5,74.0
21,1,3,9.2,53.6,10,3,1.1,6.4,41.3,2.2
44,44,3,8.2,102.4,14,4,1.35,23.3,28.9,171.6
11,4,4,8.1,43.9,15,4,0.95,8.5,42.6,9.8
39,37,3,7.8,91.1,15,0,1.0,32.3,38.4,100.8
4,2,2,8.1,87.8,12,0,0.9,78.0,34.5,12.7
51,17,4,8.6,38.5,8,4,1.4,22.4,45.5,49.5
1,1,5,7.4,56.4,8,4,1.25,14.4,46.5,6.1
28,8,3,9.9,45.1,15,1,1.1,116.6,41.4,27.8
24,6,2,6.5,31.9,12,3,0.95,119.6,48.8,26.9
35,21,5,10.6,43.8,16,3,1.25,78.3,37.0,61.0
13,13,5,7.7,46.1,8,2,0.9,17.5,46.8,18.0
47,9,2,7.9,43.3,9,4,1.35,99.5,41.5,51.2
34,13,2,7.1,37.3,11,4,1.0,67.0,30.0,55.6
11,11,3,8.6,72.1,17,0,1.0,25.9,32.4,34.3
36,16,4,7.4,55.8,14,5,1.35,71.2,56.0,45.0
51,16,2,7.3,102.7,11,0,1.05,9.5,60.9,71.9
17,2,3,8.9,45.0,15,5,0.9,116.8,50.6,11.4
35,8,3,9.7,78.2,14,3,1.4,100.0,35.0,42.3
18,11,5,6.4,102.0,12,3,0.95,35.0,59.1,22.9
40,13,3,9.2,33.8,14,5,1.25,53.2,49.4,53.3
22,17,3,9.9,71.3,15,4,1.4,50.5,46.0,82.4
57,39,6,5.4,66.1,10,3,0.95,104.1,64.1,51.1
24,24,2,6.7,104.3,10,4,1.1,45.8,31.7,107.9
58,3,2,9.8,83.1,9,2,1.4,10.5,51.3,13.9
19,13,4,8.6,57.9,11,2,1.05,29.7,32.2,34.9
37,19,2,10.6,86.9,11,1,0.9,29.8,34.7,106.1
39,7,4,7.7,76.6,11,0,1.05,114.2,73.2,26.3
21,9,2,7.2,57.8,9,1,1.0,111.3,48.0,35.0
8,3,2,10.0,92.8,14,2,1.05,39.6,64.2,17.8
28,13,5,6.7,83.5,17,3,0.9,5.3,48.5,17.9
5,2,3,7.6,30.4,10,0,0.9,64.5,46.8,8.2
17,2,4,8.8,99.2,17,0,1.25,96.7,34.5,17.2
37,11,2,9.0,61.8,8,1,0.9,35.9,53.7,49.8
36,31,2,6.8,81.6,9,0,1.1,55.5,42.3,120.4
54,33,4,8.4,61.7,12,2,1.25,24.9,43.0,101.3
19,14,3,7.6,100.5,16,3,0.95,42.7,38.9,43.0
27,16,3,5.5,82.1,11,1,1.25,92.3,40.8,48.8
53,11,1,7.3,76.4,13,3,1.4,54.3,42.3,123.8
34,33,3,5.5,108.4,10,5,0.95,56.4,43.5,79.0
11,7,4,7.0,52.5,16,1,1.05,95.8,41.4,20.2
54,31,4,6.2,35.2,9,5,0.9,92.7,23.3,45.9
45,14,4,9.2,71.3,15,4,1.4,26.5,48.5,45.2
47,28,4,8.5,63.9,10,0,1.4,52.8,40.5,95.7
12,5,3,10.3,66.3,15,4,1.05,102.6,10.0,25.4
54,43,3,6.6,79.6,10,5,0.95,57.5,22.9,106.8
21,16,4,8.2,79.2,11,0,1.25,81.1,36.3,53.6
54,19,2,6.3,61.4,15,4,1.4,40.2,57.3,92.1
11,1,2,7.1,99.0,17,3,1.4,11.8,49.3,8.8
39,26,5,7.4,82.1,11,2,1.25,24.0,33.8,57.9
28,6,1,11.0,101.2,16,1,1.25,51.2,39.7,76.6
5,3,2,8.5,103.1,16,0,1.0,45.6,55.3,18.0
17,17,3,7.8,43.4,13,1,0.9,108.0,34.6,49.0
56,9,4,9.6,84.4,8,2,1.0,67.7,29.0,24.0
20,18,3,9.0,55.4,16,4,1.05,77.1,52.6,59.4
41,17,3,7.9,96.9,16,3,0.95,84.2,55.4,51.2
46,31,6,9.0,88.6,14,5,1.35,66.1,34.7,67.1
58,12,4,7.5,45.9,16,1,1.25,93.5,47.9,33.5
12,7,4,12.5,105.1,15,5,1.1,95.1,41.5,33.8
6,6,1,9.8,84.7,16,4,1.4,45.4,34.9,77.5
17,5,2,7.4,105.9,16,5,1.4,14.8,56.0,24.8
51,43,3,9.1,46.2,14,0,1.25,118.4,34.0,164.2
19,4,2,8.8,99.6,13,1,1.4,78.9,51.1,30.6
26,4,2,8.4,83.4,9,1,1.0,86.5,42.8,17.9
48,3,2,8.8,74.2,14,0,1.4,92.0,39.9,22.6
44,24,3,6.8,95.6,8,2,1.1,75.5,35.3,65.2
44,17,4,7.3,80.6,13,4,0.95,59.2,30.2,44.0
52,39,4,10.5,83.6,13,5,0.9,118.2,39.0,110.5
32,26,1,8.3,50.3,14,5,1.05,88.7,35.9,226.9
6,4,3,6.9,95.4,9,1,1.05,102.3,43.1,15.3
55,55,2,7.8,82.0,11,4,0.95,55.6,27.6,238.3
58,45,3,7.2,97.6,9,5,1.05,109.0,40.2,122.5
36,12,3,9.3,58.1,11,3,1.35,89.2,46.9,63.5
38,1,3,7.2,56.5,10,4,1.0,90.8,33.9,7.8
11,5,5,8.1,31.9,9,4,0.9,15.0,50.9,14.0
33,19,4,7.0,91.5,9,5,0.9,76.0,52.2,37.3
24,21,3,11.3,56.4,10,0,1.1,43.5,27.5,100.6
23,20,5,8.9,56.2,17,5,1.05,81.9,32.9,42.0
15,2,4,8.9,85.1,11,4,1.1,70.3,25.9,12.3
27,11,4,9.0,50.2,14,5,1.1,17.8,47.1,33.3
11,4,3,7.4,102.7,11,5,1.1,65.9,43.5,17.3
57,3,3,10.3,73.0,14,2,1.05,56.9,22.8,16.4
51,49,4,7.9,107.6,11,4,1.0,94.3,34.2,117.9
50,44,1,10.7,36.1,10,3,1.35,62.8,45.7,717.5
17,10,4,7.5,56.9,15,5,1.1,60.3,43.4,27.2
51,40,5,9.1,60.5,10,4,1.0,87.7,56.5,87.3
53,15,4,8.3,88.4,15,5,1.4,81.9,28.2,52.0
14,5,1,8.4,47.0,9,0,0.95,119.1,41.9,42.1
27,4,3,5.5,60.0,10,3,0.9,45.5,30.0,9.6
18,4,4,6.5,102.9,11,0,1.05,84.2,43.3,18.8
28,15,6,10.3,39.2,10,5,1.4,24.2,39.8,41.1
51,17,3,6.1,89.6,13,2,1.35,97.5,45.3,58.5
47,44,4,9.3,86.2,16,2,0.95,95.4,37.1,105.8
47,3,5,11.9,40.4,17,0,1.4,88.5,51.1,16.5
4,2,2,8.8,85.1,15,2,1.25,18.7,33.4,10.7
7,7,4,11.2,75.6,11,5,1.05,118.6,29.8,28.0
45,42,3,9.0,53.0,9,0,1.4,113.4,44.7,178.6
35,23,3,8.4,54.9,17,1,1.4,47.6,64.2,93.6
48,18,3,8.6,96.6,8,4,1.25,71.4,23.7,72.0
9,1,4,7.7,48.5,11,1,1.05,107.2,28.3,13.6
8,3,4,7.7,71.0,12,2,1.35,61.9,44.8,12.3
52,31,3,7.2,84.5,9,0,1.4,73.9,55.5,110.9
45,44,5,8.6,40.4,10,0,1.25,74.4,45.7,116.4
17,1,4,11.3,104.6,11,5,0.95,79.7,34.7,10.4
17,3,4,10.1,50.9,10,0,1.35,71.2,47.0,17.4
49,3,3,8.3,55.5,15,0,1.0,51.7,48.2,10.6
33,19,1,8.9,83.3,9,4,0.95,67.0,33.8,160.8
32,29,3,7.9,36.3,16,3,0.9,105.2,51.9,74.0
8,1,5,10.1,80.2,13,1,1.1,104.4,41.6,9.5
19,1,2,5.6,103.3,8,2,1.4,93.8,21.0,12.8
38,36,6,10.9,49.9,15,0,1.35,52.6,40.4,91.7
3,1,4,7.2,59.0,17,1,1.0,95.4,35.2,8.2
59,29,4,7.4,48.6,13,3,0.9,49.6,57.7,60.5
5,2,4,6.2,95.5,11,1,1.35,81.4,26.1,9.0
13,10,3,8.2,43.4,13,2,1.35,70.3,36.2,45.1
47,4,4,7.0,57.7,9,0,1.35,39.5,45.1,12.3
46,14,3,9.7,78.1,8,2,1.0,57.1,71.0,46.7
31,18,4,9.0,62.4,13,0,1.25,100.5,65.5,61.4
55,27,4,7.0,35.2,15,3,1.35,110.0,41.5,68.9
16,1,4,6.7,105.8,12,5,1.0,28.6,46.2,10.2
50,22,4,7.0,57.0,15,2,1.35,57.5,49.2,54.1
32,16,2,6.6,65.7,10,1,1.4,54.9,29.9,89.7
22,3,2,7.6,43.4,13,5,1.4,61.2,42.1,21.2
29,23,4,6.7,99.2,8,3,1.05,117.3,58.3,49.6
22,21,2,9.8,53.3,10,2,1.1,64.7,43.7,127.9
43,41,3,7.3,31.6,11,5,0.95,100.5,65.4,113.4
3,3,3,8.9,55.3,12,0,1.1,81.4,36.7,14.7
54,4,1,8.9,108.7,10,5,1.4,17.3,40.9,50.1
10,5,1,5.2,41.7,15,3,1.0,85.0,41.0,26.0
42,37,4,9.1,32.5,12,0,1.35,79.4,26.4,136.5
21,11,3,5.4,76.3,14,5,1.35,92.2,55.3,31.8
16,15,3,6.7,59.7,12,4,0.95,13.6,38.0,41.4
12,5,5,9.0,93.6,15,1,1.05,32.8,45.1,14.8
2,2,2,8.2,88.6,8,0,0.95,93.5,34.8,14.0
41,41,2,7.5,44.8,10,2,0.95,47.6,62.7,172.4
24,3,4,5.3,75.2,10,4,1.05,109.7,56.8,12.9
35,24,4,9.4,32.6,17,3,1.35,64.5,42.7,83.8
56,11,3,8.7,65.2,17,2,1.35,5.1,27.3,42.4
30,9,6,6.7,87.1,10,3,1.4,85.4,50.9,18.7
57,29,5,6.6,63.2,13,4,1.0,64.0,55.0,46.4
30,15,1,9.5,39.4,16,2,1.4,41.5,30.9,192.1
47,3,2,8.5,34.9,13,0,0.9,7.4,40.3,14.4
35,1,4,6.0,98.3,12,5,1.0,27.9,42.9,7.1
19,19,3,6.9,101.3,8,2,1.25,23.6,55.0,60.9
50,46,2,10.9,57.4,9,1,1.35,72.0,40.2,341.2
8,1,4,9.5,43.1,8,0,1.25,93.5,53.5,8.6
26,22,3,8.0,108.3,13,1,1.35,32.0,32.7,92.1
49,14,3,8.0,73.7,10,2,1.35,85.2,29.3,59.1
40,14,2,4.7,68.1,12,2,1.1,108.5,64.0,51.8
7,4,4,10.0,89.3,13,3,0.9,76.5,26.3,16.4
30,16,3,7.3,43.5,12,2,0.95,94.2,33.0,41.5
7,1,2,6.8,76.4,10,0,1.25,28.5,51.4,6.3
3,1,3,9.1,101.2,9,1,1.35,13.6,35.6,12.1
1,1,3,7.1,31.8,9,5,1.4,47.0,35.3,7.7
36,12,5,5.3,83.8,9,5,1.25,86.5,39.6,22.6
25,23,5,8.6,74.1,17,4,1.4,83.9,16.1,56.5
37,33,2,5.7,106.1,11,1,0.9,114.8,55.4,106.7
1,1,4,7.9,50.7,11,5,0.95,77.4,44.1,3.7
15,1,4,8.5,98.7,10,5,1.05,52.3,32.3,6.3
37,29,4,7.6,54.7,15,3,1.05,96.7,21.4,60.4
13,5,3,7.6,64.4,11,4,1.05,22.6,25.6,22.3
40,6,1,10.3,47.1,15,5,1.35,98.5,22.9,79.8
8,7,4,10.3,99.1,10,5,1.1,47.1,44.7,32.4
5,1,2,6.6,45.6,9,4,0.95,22.7,44.8,2.4
9,1,2,7.1,98.7,15,2,1.05,23.6,49.3,8.4
1,1,3,7.2,66.4,13,5,1.25,118.1,50.8,6.1
36,13,6,8.0,96.8,9,3,1.1,76.7,49.5,24.8
35,10,2,7.9,51.2,14,3,1.05,25.0,60.5,44.3
2,2,3,10.6,40.6,17,2,1.05,35.9,56.3,10.6
40,10,3,7.7,74.4,14,5,0.9,47.8,53.5,28.6
23,9,5,6.5,70.8,11,0,1.0,11.4,44.8,13.3
9,3,3,7.1,58.5,15,2,1.05,17.5,50.6,10.6
34,34,2,8.6,83.0,10,3,0.9,92.6,37.1,155.2
46,28,2,7.6,37.6,16,4,0.9,95.5,39.3,99.1
14,3,3,8.5,79.8,12,0,1.35,118.6,62.7,16.7
4,3,2,7.6,46.9,10,5,0.9,12.8,35.3,8.5
30,13,2,9.1,40.3,16,3,1.0,107.3,34.4,57.6
31,13,4,7.9,102.8,9,3,1.0,41.5,37.7,38.6
38,33,3,6.2,66.8,9,2,0.9,42.7,35.4,66.6
11,2,4,7.5,91.1,10,1,1.0,19.6,36.4,7.0
35,33,2,11.3,37.1,16,3,0.95,118.4,44.9,182.6
8,8,3,9.9,34.6,17,1,1.4,117.8,45.3,38.6
3,1,3,6.3,69.6,10,0,0.9,104.5,52.9,8.7
14,8,2,10.7,55.2,12,4,1.05,15.4,68.3,52.9
13,3,3,8.2,30.4,16,1,1.25,101.8,37.6,12.4
45,7,2,7.3,44.7,17,1,1.4,78.0,41.2,37.2
32,24,4,7.6,47.5,13,1,0.9,19.8,19.9,47.1
34,22,3,8.1,53.1,13,1,0.95,35.1,26.5,70.4
45,45,3,9.6,100.2,8,1,0.95,84.3,40.2,145.2
19,18,2,8.3,63.6,9,0,1.25,97.4,47.6,99.2
59,32,2,8.5,84.4,16,5,0.95,102.5,47.9,135.6
38,7,3,9.8,31.5,15,5,1.35,67.5,49.4,33.5
16,1,3,7.4,95.1,9,3,1.05,66.5,57.1,9.9
2,1,2,8.5,49.2,12,4,1.25,83.7,62.5,9.0
40,28,1,8.7,54.7,12,3,0.95,94.4,39.1,265.4
17,8,3,8.2,33.6,13,0,1.1,24.6,32.4,33.7
55,15,3,8.7,62.8,11,0,0.95,90.1,49.9,50.0
34,4,2,7.0,98.2,16,1,1.35,44.3,53.2,18.3
42,34,3,9.5,60.3,12,0,1.1,49.1,43.6,136.2
16,5,3,7.2,102.7,11,0,1.35,13.9,39.9,24.1
38,33,3,8.7,99.4,16,1,1.25,72.7,36.0,126.9
2,1,3,8.3,35.0,9,0,0.9,15.7,41.5,3.7
2,1,3,7.0,54.4,9,0,0.9,110.0,50.3,7.8
26,6,1,10.4,102.8,10,0,0.9,76.4,34.0,62.9
13,2,2,10.6,32.4,17,2,0.95,118.9,32.4,13.4
56,26,3,6.6,91.3,11,5,0.95,33.2,49.2,65.2
47,1,3,9.2,102.5,17,3,0.9,83.2,31.8,15.2
31,4,3,7.8,91.6,16,2,0.95,115.9,43.8,19.7
34,26,4,7.0,89.5,12,3,1.25,39.3,43.2,71.3
39,33,5,8.6,97.5,9,1,1.05,16.1,42.0,64.5
3,1,2,9.3,83.3,10,1,1.0,77.9,34.3,10.7
8,8,4,8.2,63.8,15,5,0.95,47.1,62.8,20.9
23,20,3,7.5,35.0,13,3,0.95,36.4,46.8,58.5
14,5,2,10.0,93.0,12,3,1.35,119.3,35.8,36.1
56,45,6,10.0,102.4,11,5,1.0,91.7,46.0,96.6
55,55,4,7.0,70.9,11,4,1.05,60.8,64.0,117.9
27,24,6,8.1,72.6,15,3,1.05,10.8,43.1,36.2
54,26,2,5.6,62.3,13,3,1.35,27.0,60.4,115.7
29,23,2,9.3,98.6,12,1,0.95,39.4,28.2,117.7
39,18,3,10.0,31.2,12,1,0.9,61.0,31.8,67.2
53,31,3,8.6,80.0,13,0,1.1,62.2,16.3,118.7
39,12,2,6.4,102.6,10,0,1.25,7.8,65.7,55.8
1,1,5,10.4,38.3,14,1,1.0,113.5,21.6,8.8
17,1,3,11.0,106.7,8,0,1.05,67.4,44.1,8.7
41,9,3,7.4,107.4,12,2,1.25,7.3,62.9,33.4
30,3,3,8.7,104.4,13,2,1.1,85.7,53.7,19.7
53,51,3,9.2,67.0,9,5,1.05,13.2,46.5,168.0
13,10,1,9.2,60.6,9,0,1.25,87.9,57.4,107.6
21,9,6,8.1,86.5,16,0,1.1,85.7,34.0,25.0
19,10,3,10.7,55.5,9,3,1.05,118.3,48.2,41.1
53,51,2,5.7,35.5,10,3,1.1,44.3,40.6,186.1
19,16,5,5.7,102.1,8,2,1.35,21.6,40.4,30.3
57,24,6,8.0,80.8,16,5,1.4,15.6,44.3,47.1
25,18,4,10.6,46.6,8,2,0.95,13.2,56.1,51.4
22,14,5,9.7,31.5,11,3,0.95,98.2,60.8,39.7
31,29,3,5.8,87.9,14,3,1.05,87.6,38.8,60.4
17,3,5,12.3,98.2,9,5,1.1,117.2,28.9,14.6
55,34,1,8.8,62.5,15,3,1.4,40.6,32.2,422.1
23,1,4,6.3,36.5,15,0,1.05,97.4,65.4,7.2
32,18,4,7.9,81.9,10,1,1.05,15.7,59.8,46.5
10,8,1,9.5,53.8,11,2,1.1,108.9,28.9,95.0
10,9,3,9.9,41.5,14,4,1.35,11.0,61.9,42.2
36,13,3,7.9,70.8,12,5,1.1,95.6,33.5,41.2
8,2,4,8.8,68.5,12,3,1.25,40.3,50.0,10.7
54,7,2,7.8,71.3,9,0,1.35,25.8,33.5,41.9
52,48,4,7.9,95.9,13,2,1.35,86.0,68.0,153.7
20,19,2,9.1,68.8,11,3,1.4,108.0,35.2,137.5
32,25,3,10.2,102.0,12,0,1.05,92.9,29.4,106.8
